"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.526799482E0,8.336383700E-1,8.834885359E-1,-9.839420319E-1,1.563216827E0
1.531749534E0,7.707750797E-1,9.509646893E-1,-1.028476715E0,1.598809688E0
1.536702920E0,6.838008165E-1,9.692431688E-1,-9.777698517E-1,1.537221441E0
1.541656253E0,6.696355343E-1,1.103567123E0,-8.800277710E-1,1.562280712E0
1.546609639E0,9.391693473E-1,1.441004276E0,-6.643209457E-1,1.843869493E0
1.551563597E0,6.150292754E-1,1.389709830E0,-6.015176773E-1,1.634435052E0
1.556516982E0,1.294522285E-1,1.325564861E0,-4.736642838E-1,1.413590441E0
1.561470420E0,-4.527355433E-1,1.145449996E0,-4.166383743E-1,1.300235633E0
1.566423805E0,-1.129752278E0,7.776452303E-1,-2.696142197E-1,1.397771134E0
1.571378753E0,-1.686615705E0,4.800887704E-1,-1.107568741E-1,1.757106955E0
1.576332243E0,-1.587547898E0,2.945548892E-1,1.337146759E-2,1.614698024E0
1.581285732E0,-1.027617335E0,2.391785085E-1,4.201049805E-1,1.135646046E0
1.586239222E0,-5.177809000E-1,2.567254305E-1,7.610530853E-1,9.556185462E-1
1.591187816E0,-1.922780275E-1,1.455690563E-1,8.926105499E-1,9.246160197E-1
1.596141097E0,2.210831642E-2,2.528463863E-2,6.676330566E-1,6.684773661E-1
1.601094326E0,2.440800667E-1,7.502755150E-3,4.387521744E-1,5.021303026E-1
1.606047555E0,2.842363715E-1,-4.116792604E-2,2.966775894E-1,4.129197320E-1
1.610995524E0,1.643438935E-1,-6.628581882E-2,2.125740051E-3,1.772208901E-1
1.615948493E0,-5.369186401E-4,-3.121868148E-2,-4.157085419E-1,4.168794624E-1
1.620901462E0,-2.281724811E-1,-2.852833271E-2,-5.956993103E-1,6.385406919E-1
1.625854430E0,-4.058864117E-1,1.884877682E-2,-6.340503693E-1,7.530729887E-1
1.630817399E0,-5.366452932E-1,7.273849845E-2,-5.287981033E-1,7.569058687E-1
1.635770889E0,-6.714581847E-1,6.864292920E-2,-3.281297684E-1,7.504912328E-1
1.640724326E0,-7.759698629E-1,9.008106589E-2,-3.709983826E-2,7.820615223E-1
1.645677816E0,-6.967173219E-1,-4.752612114E-2,2.509498596E-1,7.420576735E-1
1.650617920E0,-4.418233335E-1,-2.384045869E-1,3.857479095E-1,6.331240438E-1
1.655570680E0,-6.770326495E-1,1.934585869E-1,3.202466965E-1,7.735356359E-1
1.660523493E0,-1.711687207E0,1.372385740E0,-1.380825043E-1,2.198268067E0
1.665476305E0,-1.267699361E0,1.148347139E0,3.564691544E-1,1.747235840E0
1.670431878E0,-7.815237045E-1,7.173211575E-1,7.785911560E-1,1.315877324E0
1.675384795E0,-5.264446735E-1,4.000009894E-1,1.047175407E0,1.238434948E0
1.680337764E0,-5.485962033E-1,1.770838797E-1,1.167392731E0,1.301968618E0
1.685290680E0,-3.250000477E-1,-9.019631147E-2,1.294884682E0,1.338090709E0
1.690246618E0,-3.120978177E-1,-2.108974159E-1,1.427272797E0,1.476140374E0
1.695199691E0,-4.527491331E-1,-3.840755820E-1,1.375906944E0,1.498537871E0
1.700152816E0,-4.432635307E-1,-5.547907352E-1,1.181957245E0,1.378875718E0
1.705105889E0,-3.778679371E-1,-6.420256495E-1,9.581556320E-1,1.213689964E0
1.710060941E0,-3.296322823E-1,-7.728422880E-1,7.261981964E-1,1.110543319E0
1.715014170E0,-3.354470432E-1,-9.495348930E-1,5.698442459E-1,1.157092778E0
1.719967347E0,-2.239593267E-1,-1.147969365E0,4.627389908E-1,1.257823047E0
1.724920524E0,-1.313129663E-1,-1.361311436E0,3.262262344E-1,1.405999814E0
1.729873649E0,-2.557095289E-1,-1.574521542E0,9.844303131E-2,1.598185371E0
1.734826826E0,-3.867782950E-1,-1.719293237E0,-1.134452820E-1,1.765909543E0
1.739780055E0,-3.733506799E-1,-1.732268572E0,-2.433147430E-1,1.788671909E0
1.744733232E0,-3.297121525E-1,-1.623560667E0,-3.462963104E-1,1.692507157E0
1.749685420E0,-3.133518696E-1,-1.602015853E0,-4.628257751E-1,1.696717975E0
1.754638545E0,-4.124971032E-1,-1.476992488E0,-5.256671906E-1,1.621106617E0
1.759591722E0,-5.471031070E-1,-1.115574598E0,-5.899906158E-1,1.375469891E0
1.764544847E0,-7.770876288E-1,-6.217631698E-1,-6.878833771E-1,1.209809143E0
1.769498962E0,-8.574223518E-1,-2.399250865E-1,-6.702537537E-1,1.114440322E0
1.774452139E0,-8.021898866E-1,3.797000647E-2,-4.326171875E-1,9.121995212E-1
1.779405368E0,-9.509058595E-1,-1.702432632E-1,-2.061357498E-1,9.877735923E-1
1.784358545E0,-1.268863440E0,-1.655354798E-1,7.731246948E-2,1.281949157E0
1.789310941E0,-1.410907269E0,5.322843790E-2,3.693313599E-1,1.459417089E0
1.794264118E0,-1.423607707E0,1.747475266E-1,6.305789948E-1,1.566788266E0
1.799217243E0,-1.340266347E0,2.041336894E-1,8.769750595E-1,1.614642282E0
1.804170420E0,-1.030055285E0,1.535343528E-1,1.051425934E0,1.479892963E0
1.809128389E0,-8.072481155E-1,-2.041996121E-1,1.009236336E0,1.308397869E0
1.814081774E0,-5.446343422E-1,-5.593310595E-1,8.304147720E-1,1.139765982E0
1.819035159E0,-7.195651531E-2,-7.719453573E-1,7.423295975E-1,1.073373470E0
1.823988545E0,5.684479475E-1,-1.235230088E0,5.966205597E-1,1.484884686E0
1.828945941E0,1.349375963E0,-1.747596622E0,5.014257431E-1,2.264141607E0
1.833899534E0,2.217579365E0,-2.198490143E0,3.261651993E-1,3.139649803E0
1.838853128E0,3.042881966E0,-2.501513481E0,-6.903553009E-2,3.939729211E0
1.843806722E0,3.328530073E0,-2.293732166E0,-5.567111969E-1,4.080471426E0
1.848751253E0,3.032136917E0,-1.724547505E0,-1.043919563E0,3.641110605E0
1.853704378E0,2.431869507E0,-1.196306229E0,-1.536401749E0,3.115392146E0
1.858657555E0,2.063753605E0,-6.494028568E-1,-1.832239151E0,2.835119630E0
1.863610680E0,1.753330708E0,-1.984256506E-1,-1.810791016E0,2.528340446E0
1.868565941E0,1.373767495E0,2.048158646E-1,-1.494345665E0,2.040160689E0
1.873519222E0,1.040623665E0,6.430622339E-1,-1.081489563E0,1.632803210E0
1.878472451E0,7.644209862E-1,9.916176796E-1,-6.410579681E-1,1.406627309E0
1.883425680E0,4.278318882E-1,1.267800331E0,-2.225751877E-1,1.356428221E0
1.888376566E0,6.147015095E-2,1.446298957E0,1.029825211E-1,1.451263123E0
1.893329691E0,-3.994268775E-1,1.480980039E0,3.290853500E-1,1.568802369E0
1.898282816E0,-8.871539831E-1,1.450628042E0,4.847564697E-1,1.768149525E0
1.903235941E0,-1.325618029E0,1.283138990E0,5.676946640E-1,1.930281342E0
1.908191566E0,-1.607692719E0,9.922873974E-1,6.733245850E-1,2.005661026E0
1.913144847E0,-1.747475624E0,6.411881447E-1,6.505441666E-1,1.971801462E0
1.918098076E0,-1.759001732E0,2.398891449E-1,5.180740356E-1,1.849333556E0
1.923051357E0,-1.667638779E0,-4.482010603E-1,4.116678238E-1,1.775210884E0
1.928014170E0,-1.459903717E0,-1.105701804E0,3.148088455E-1,1.858224947E0
1.932967920E0,-9.324342012E-1,-1.004367828E0,-1.999120712E-1,1.384974047E0
1.937921670E0,-5.048106313E-1,-6.967581511E-1,-9.641294479E-1,1.292227258E0
1.942875368E0,-4.786586761E-1,-8.087278605E-1,-7.251110077E-1,1.186988144E0
1.947818389E0,-6.019239426E-1,-8.894975185E-1,-6.038560867E-1,1.232136535E0
1.952771618E0,-1.483154297E-2,-6.763753891E-1,-9.905996323E-1,1.199579623E0
1.957724795E0,7.209364176E-1,-5.973740816E-1,-1.132888794E0,1.469708179E0
1.962677972E0,3.192353249E-1,-3.614044189E-1,-1.046688080E0,1.152423656E0
1.967628545E0,-4.097671509E-1,6.785011292E-2,-1.032930374E0,1.113309442E0
1.972581618E0,-6.063511968E-1,1.438136101E-1,-8.543472290E-1,1.057474972E0
1.977534691E0,-4.653699994E-1,-6.451821327E-2,-2.582721710E-1,5.361309080E-1
1.982487764E0,-7.791980505E-1,7.506132126E-3,4.180049896E-2,7.803545512E-1
1.987441878E0,-7.002950907E-1,2.059600353E-1,3.266592026E-1,7.997118136E-1
1.992395003E0,-7.326900959E-1,4.311013222E-1,9.955520630E-1,1.309124531E0
1.997348128E0,-9.054533243E-1,6.746659279E-1,1.734836578E0,2.069946325E0
2.002301253E0,-9.408231974E-1,8.689501286E-1,2.193328857E0,2.539864975E0
2.007252920E0,-9.125135541E-1,9.657201767E-1,2.460353851E0,2.796182669E0
2.012205941E0,-7.814175487E-1,8.666641712E-1,2.500773430E0,2.759635468E0
2.017159014E0,-6.148742437E-1,6.888101101E-1,2.272246361E0,2.452678786E0
2.022112087E0,-5.124720931E-1,4.731914997E-1,1.820605278E0,1.949651615E0
2.027070107E0,-4.035519361E-1,2.852838039E-1,1.198446274E0,1.296346591E0
2.032023441E0,-3.585510254E-1,1.674234867E-1,4.554824829E-1,6.033686717E-1
2.036976722E0,-2.983255386E-1,8.844280243E-2,-2.441434860E-1,3.955076460E-1
2.041930003E0,-3.433533907E-1,-2.127933502E-2,-8.847064972E-1,9.492365075E-1
2.046882555E0,-4.350264072E-1,-1.144640446E-1,-1.457596779E0,1.525430550E0
2.051835837E0,-5.606811047E-1,-2.070024014E-1,-1.832072258E0,1.927096794E0
2.056789118E0,-7.208961248E-1,-3.055877686E-1,-2.104383469E0,2.245329573E0
2.061742347E0,-8.810169101E-1,-3.885440826E-1,-2.246049404E0,2.443746146E0
2.066730212E0,-1.076552868E0,-3.992557526E-1,-2.201917171E0,2.483306357E0
2.071685212E0,-1.209390879E0,-4.068772793E-1,-1.979300022E0,2.354953077E0
2.076640159E0,-1.283627510E0,-3.498668671E-1,-1.572882175E0,2.060112800E0
2.081595212E0,-1.300200701E0,-2.302415371E-1,-1.489692688E0,1.990657513E0
2.086509430E0,-1.238857508E0,-2.472782135E-2,-1.369450092E0,1.846827806E0
2.091462399E0,-1.084113240E0,1.079225540E-2,-4.360389709E-1,1.168566633E0
2.096415316E0,-9.598513842E-1,3.864383698E-2,8.392810822E-2,9.642883143E-1
2.101368284E0,-7.262953520E-1,8.286261559E-2,1.749706268E-2,7.312163145E-1
2.106321201E0,-3.267781734E-1,2.237918377E-1,-1.742238998E-1,4.326901068E-1
2.111274170E0,-7.267618179E-2,2.354340553E-1,-2.260608673E-1,3.343868083E-1
2.116227087E0,1.278905869E-1,1.947593689E-1,-1.428346634E-1,2.732928009E-1
2.121180055E0,3.039262295E-1,1.136670113E-1,1.776504517E-2,3.249722130E-1
2.126132139E0,4.679522514E-1,-5.832409859E-2,1.001977921E-1,4.821002050E-1
2.131085055E0,4.952175617E-1,-3.696444035E-1,6.680011749E-2,6.215622850E-1
2.136037920E0,2.078056335E-3,-1.198299646E0,-5.049705505E-3,1.198312088E0
2.140990837E0,-3.246712685E-2,-1.336459517E0,-5.969142914E-2,1.338185795E0
2.145944482E0,3.321051598E-2,-1.223842382E0,-5.358123779E-2,1.225464836E0
2.150897399E0,4.863190651E-2,-9.045295715E-1,2.092103958E-1,9.296815572E-1
2.155850368E0,2.177658081E-1,-4.442741871E-1,4.485530853E-1,6.678333406E-1
2.160803284E0,5.801999569E-1,3.108949661E-1,5.670719147E-1,8.688257745E-1
2.165761201E0,9.501788616E-1,1.082783937E0,4.340810776E-1,1.504555518E0
2.170714430E0,1.110174894E0,1.520437002E0,2.795295715E-1,1.903248212E0
2.175667607E0,1.180895567E0,1.633003235E0,2.104730606E-1,2.026206508E0
2.180620784E0,1.298367262E0,1.598859787E0,2.361764908E-1,2.073135186E0
2.185577347E0,1.456843376E0,1.440112591E0,1.941232681E-1,2.057668763E0
2.190530680E0,1.605891228E0,1.212728739E0,1.321420670E-1,2.016695107E0
2.195484066E0,1.695692301E0,9.336726665E-1,4.066944122E-2,1.936174329E0
2.200437399E0,1.708104134E0,6.080472469E-1,-5.658149719E-2,1.813985295E0
2.205387347E0,1.589226484E0,2.835488319E-1,-1.406230927E-1,1.620436859E0
2.210340576E0,1.416818380E0,6.222844124E-2,-1.015577316E-1,1.421815978E0
2.215293753E0,1.228386641E0,-7.800173759E-2,-5.235576630E-2,1.231973675E0
2.220246930E0,1.024005175E0,-2.209970951E-1,-1.516170502E-1,1.058496124E0
2.225200993E0,7.630741596E-1,-3.402237892E-1,-1.992177963E-1,8.589075213E-1
2.230154222E0,4.713189602E-1,-4.020826817E-1,-1.578178406E-1,6.393109697E-1
2.235107503E0,2.880043983E-1,-4.208414555E-1,1.021766663E-2,5.100573152E-1
2.240060732E0,8.339262009E-2,-4.182009697E-1,1.923446655E-1,4.678064242E-1
2.245023337E0,-1.246471405E-1,-4.396133423E-1,3.458976746E-1,5.730985968E-1
2.249977034E0,-3.136708736E-1,-4.036235809E-1,4.642038345E-1,6.904973657E-1
2.254930784E0,-5.239245892E-1,-4.084045887E-1,5.910816193E-1,8.891955712E-1
2.259884482E0,-6.498355865E-1,-4.084861279E-1,6.985931396E-1,1.037872623E0
2.264839482E0,-6.527931690E-1,-4.277751446E-1,7.898664474E-1,1.110414112E0
2.269793284E0,-5.824730396E-1,-4.282193184E-1,7.915630341E-1,1.072016168E0
2.274747034E0,-4.661824703E-1,-4.242615700E-1,7.472925186E-1,9.776349440E-1
2.279700837E0,-2.943210602E-1,-3.822798729E-1,6.212320328E-1,7.865697847E-1
2.284649795E0,-1.403121948E-1,-3.069663048E-1,3.319683075E-1,4.734118518E-1
2.289603337E0,6.772756577E-3,-1.718335152E-1,1.790142059E-2,1.728961770E-1
2.294556878E0,1.769421101E-1,-4.806804657E-2,-3.336305618E-1,3.806946272E-1
2.299510368E0,2.805917263E-1,-6.876707077E-3,-6.300430298E-1,6.897341701E-1
2.304462243E0,2.733068466E-1,1.454639435E-2,-7.596859932E-1,8.074843889E-1
2.309415680E0,2.321369648E-1,-2.674365044E-2,-9.286727905E-1,9.576199377E-1
2.314369118E0,1.670887470E-1,-6.158113480E-3,-1.034399033E0,1.047825334E0
2.319322555E0,9.001350403E-2,7.113981247E-2,-1.017117500E0,1.023567933E0
2.324275316E0,-1.049427986E-1,7.765841484E-2,-8.741521835E-1,8.838471929E-1
2.329228701E0,-2.533895969E-1,1.206586361E-1,-7.271637917E-1,7.794433746E-1
2.334182139E0,-4.210937023E-1,1.302826405E-1,-5.659189224E-1,7.173267730E-1
2.339135524E0,-5.637593269E-1,1.852064133E-1,-3.682966232E-1,6.984041788E-1
2.344085628E0,-6.321783066E-1,2.206416130E-1,-1.410369873E-1,6.842686347E-1
2.349038909E0,-6.728897095E-1,2.221980095E-1,4.698657990E-2,7.101832547E-1
2.353992139E0,-6.746139526E-1,2.354102135E-1,2.129135132E-1,7.455562472E-1
2.358945368E0,-6.540899277E-1,2.075848579E-1,2.588529587E-1,7.334370872E-1
2.363899378E0,-5.170760155E-1,1.915404797E-1,2.491159439E-1,6.050736440E-1
2.368852659E0,-3.831326962E-1,1.230642796E-1,1.968259811E-1,4.479686893E-1
2.373805993E0,-1.630601883E-1,1.932382584E-2,5.260276794E-2,1.724212471E-1
2.378759274E0,3.140497208E-2,-1.144909859E-1,-1.062431335E-1,1.593174866E-1
2.383717816E0,1.621580124E-1,-2.443280220E-1,-3.386106491E-1,4.479381375E-1
2.388671357E0,2.216758728E-1,-3.673284054E-1,-6.169433594E-1,7.514582215E-1
2.393624899E0,2.596659660E-1,-4.374251366E-1,-8.228788376E-1,9.674175652E-1
2.398578441E0,2.860188484E-1,-4.396088123E-1,-1.038368225E0,1.163301878E0
2.403527139E0,2.951083183E-1,-4.186389446E-1,-1.201115608E0,1.305766514E0
2.408480472E0,2.923140526E-1,-4.265563488E-1,-1.293741703E0,1.393257126E0
2.413433753E0,2.226185799E-1,-4.273405075E-1,-1.310306549E0,1.396095338E0
2.418387087E0,6.721687317E-2,-3.470258713E-1,-1.273591518E0,1.321733868E0
2.423327816E0,-4.387283325E-2,-2.412018776E-1,-1.208893776E0,1.233502060E0
2.428280524E0,-1.977107525E-1,-1.629340649E-1,-1.156189442E0,1.184234384E0
2.433233180E0,-3.477509022E-1,-1.269867420E-1,-1.011734486E0,1.077340704E0
2.438185889E0,-4.194047451E-1,-3.343081474E-2,-8.701729774E-1,9.665500351E-1
2.443145837E0,-4.693880081E-1,1.467370987E-2,-7.091956139E-1,8.505873492E-1
2.448098857E0,-4.563612938E-1,2.175045013E-2,-4.084138870E-1,6.128136876E-1
2.453051930E0,-4.506065845E-1,7.846164703E-2,-1.087322235E-1,4.701331944E-1
2.458004951E0,-3.687369823E-1,8.358979225E-2,2.451820374E-1,4.506311651E-1
2.462961149E0,-2.557792664E-1,6.031918526E-2,5.839099884E-1,6.403220375E-1
2.467914378E0,-7.967710495E-2,3.659272194E-2,9.479217529E-1,9.519680236E-1
2.472867555E0,2.671756744E-1,1.236364841E-1,1.619552612E0,1.646092186E0
2.477820784E0,6.490857601E-1,1.573343277E-1,2.364383698E0,2.456903882E0
2.482775837E0,9.515039921E-1,3.872370720E-2,2.529199600E0,2.702537695E0
2.487729170E0,1.055229664E0,-1.311309338E-1,2.207103729E0,2.449900373E0
2.492682451E0,1.004819870E0,-3.976259232E-1,1.815114975E0,2.112442122E0
2.497635732E0,9.153397083E-1,-5.527210236E-1,1.425680161E0,1.782108648E0
2.502584639E0,8.319704533E-1,-6.521773338E-1,9.822893143E-1,1.443053155E0
2.507537712E0,7.657496929E-1,-6.427183151E-1,6.156187057E-1,1.174072321E0
2.512490784E0,6.362693310E-1,-5.475428104E-1,3.654460907E-1,9.155286102E-1
2.517443857E0,5.316777229E-1,-3.663759232E-1,2.698125839E-1,6.997937900E-1
2.522395628E0,4.008820057E-1,-9.654498100E-2,3.023138046E-1,5.112934112E-1
2.527348649E0,3.148465157E-1,1.334247589E-1,3.982400894E-1,5.249053853E-1
2.532301670E0,1.842300892E-1,3.001542091E-1,5.170145035E-1,6.255695579E-1
2.537254639E0,6.784534454E-2,3.751544952E-1,8.622322083E-1,9.427556773E-1
2.542212868E0,1.112132072E-1,3.955314159E-1,1.356135368E0,1.417009744E0
2.547166149E0,1.815254688E-1,4.238791466E-1,1.533343315E0,1.601176676E0
2.552119430E0,3.377263546E-1,4.483375549E-1,1.625662804E0,1.719838715E0
2.557072712E0,7.002921104E-1,3.895847797E-1,1.800291061E0,1.970592106E0
2.562021253E0,7.671756744E-1,4.998683929E-2,1.899673462E0,2.049345374E0
2.566974274E0,7.812085152E-1,-2.334008217E-1,1.885566711E0,2.054294164E0
2.571927347E0,8.032286167E-1,-3.698403835E-1,1.910796165E0,2.105492842E0
2.576880368E0,7.620177269E-1,-4.408962727E-1,1.884214401E0,2.079741438E0
2.581837816E0,6.650772095E-1,-4.775152206E-1,1.791408539E0,1.969642870E0
2.586791097E0,5.693845749E-1,-4.506740570E-1,1.654127121E0,1.806500050E0
2.591744326E0,4.195783138E-1,-3.744471073E-1,1.431854248E0,1.538331299E0
2.596697607E0,2.300720215E-1,-2.580075264E-1,1.215477943E0,1.263680201E0
2.601656253E0,5.589008331E-2,-1.321804523E-1,9.977378845E-1,1.008006081E0
2.606609795E0,-1.008143425E-1,-6.353354454E-2,7.714376450E-1,7.805870118E-1
2.611563284E0,-2.812805176E-1,3.460288048E-2,5.629854202E-1,6.302925291E-1
2.616516826E0,-3.878364563E-1,1.123352051E-1,4.010925293E-1,5.691322625E-1
2.621463024E0,-4.664337635E-1,1.676752567E-1,2.570295334E-1,5.583364832E-1
2.626416201E0,-4.650609493E-1,1.462264061E-1,-1.503944397E-2,4.877397188E-1
2.631369378E0,-4.341235161E-1,1.777677536E-1,-2.859258652E-1,5.493798338E-1
2.636322503E0,-4.046256542E-1,1.908321381E-1,-4.912700653E-1,6.644434529E-1
2.641278076E0,-3.094007969E-1,2.220926285E-1,-6.052827835E-1,7.151372153E-1
2.646231357E0,-2.155508995E-1,3.051776886E-1,-4.106311798E-1,5.551698639E-1
2.651184639E0,-1.507990360E-1,4.095282555E-1,-2.676334381E-1,5.119388621E-1
2.656137920E0,-6.518983841E-2,3.240900040E-1,-3.407764435E-1,4.747764001E-1
2.661091305E0,2.723121643E-2,2.215991020E-1,-4.481477737E-1,5.006836609E-1
2.666044639E0,1.030113697E-1,8.094954491E-2,-5.971889496E-1,6.113908837E-1
2.670997920E0,1.562550068E-1,-6.474494934E-3,-7.455110550E-1,7.617376710E-1
2.675951201E0,2.240386009E-1,-8.573007584E-2,-8.866643906E-1,9.185405174E-1
2.680906462E0,2.426197529E-1,-1.279106140E-1,-9.709482193E-1,1.008942969E0
2.685859847E0,2.248010635E-1,-1.780710220E-1,-1.032501698E0,1.071589736E0
2.690813232E0,2.209186554E-1,-2.286589146E-1,-1.040494919E0,1.087988799E0
2.695766618E0,1.614685059E-1,-2.436830997E-1,-1.021350861E0,1.062361102E0
2.700719795E0,6.535387039E-2,-2.849626541E-1,-9.823431969E-1,1.024925851E0
2.705673128E0,6.472110748E-3,-3.021814823E-1,-9.042949677E-1,9.534699392E-1
2.710626514E0,-5.597209930E-2,-3.984951973E-1,-7.201886177E-1,8.249866322E-1
2.715579899E0,-5.004930496E-2,-4.522416592E-1,-5.425314903E-1,7.080733502E-1
2.720526982E0,2.222394943E-2,-4.423897266E-1,-4.431209564E-1,6.265450951E-1
2.725480055E0,1.348128319E-1,-4.007654190E-1,-4.074020386E-1,5.871659406E-1
2.730433128E0,2.382235527E-1,-3.087265491E-1,-4.258975983E-1,5.774524287E-1
2.735386149E0,4.331173897E-1,-2.382633686E-1,-4.889812469E-1,6.953148682E-1
2.740342920E0,3.947086334E-1,-8.416128159E-2,-7.785601616E-1,8.769458089E-1
2.745296201E0,3.130278587E-1,-1.587700844E-2,-1.110641003E0,1.154019912E0
2.750249430E0,2.406954765E-1,8.342504501E-3,-1.358787060E0,1.379966008E0
2.755202659E0,1.137666702E-1,6.319975853E-2,-1.569080830E0,1.574468709E0
2.760151930E0,8.923196793E-2,4.627823830E-2,-1.584633827E0,1.587818751E0
2.765104951E0,9.383988380E-2,-4.968500137E-2,-1.542427540E0,1.546078018E0
2.770058024E0,1.423425674E-1,-1.744778156E-1,-1.433039188E0,1.450622360E0
2.775011045E0,2.364525795E-1,-3.191206455E-1,-1.318065166E0,1.376605823E0
2.779964691E0,-2.028987408E-1,-2.353994846E-1,-1.208950996E0,1.248256115E0
2.784917764E0,-5.982935429E-1,-2.374961376E-1,-1.127645016E0,1.298438624E0
2.789870837E0,-3.618614674E-1,-4.856233597E-1,-1.202600479E0,1.346484935E0
2.794823909E0,-4.083158970E-1,-5.484993458E-1,-1.164783001E0,1.350663853E0
2.799786357E0,-4.763405323E-1,-4.810004234E-1,-1.091394424E0,1.284291049E0
2.804739899E0,-4.403617382E-1,-4.045388699E-1,-1.121497631E0,1.270955190E0
2.809693441E0,2.988777161E-1,1.964926720E-1,-1.803553104E0,1.838679162E0
2.814646982E0,1.490621567E-1,1.831381321E-1,-2.003107071E0,2.016977204E0
2.819589899E0,-1.098897457E-1,-2.216057777E-1,-2.297931194E0,2.311205887E0
2.824542920E0,2.838563919E-2,-4.793221951E-1,-2.895122528E0,2.934670333E0
2.829495941E0,-1.594512463E-1,-6.751022339E-1,-3.260576725E0,3.333548906E0
2.834448909E0,-3.115265369E-1,-6.104559898E-1,-3.636341095E0,3.700362395E0
2.839406722E0,-4.919567108E-1,-3.241486549E-1,-3.802354336E0,3.847725595E0
2.844360003E0,-9.029378891E-1,4.693150520E-2,-3.595405102E0,3.707349086E0
2.849313232E0,-1.464549184E0,4.642920494E-1,-3.255564213E0,3.599884687E0
2.854266514E0,-1.758718967E0,1.149589300E0,-2.705998898E0,3.425941914E0
2.859218337E0,-1.773038387E0,1.615832567E0,-1.720488548E0,2.952060442E0
2.864171514E0,-1.657036543E0,1.593736410E0,-5.842628479E-1,2.372157019E0
2.869124691E0,-1.434359193E0,1.001347065E0,4.179182053E-1,1.798537702E0
2.874077868E0,-9.085136652E-1,7.386560440E-1,1.567260742E0,1.956352746E0
2.879030732E0,-6.159071922E-1,4.554097652E-1,2.563031197E0,2.675045540E0
2.883983909E0,-6.481490135E-1,2.463388443E-2,3.243927002E0,3.308136389E0
2.888937087E0,-4.434878826E-1,-5.400700569E-1,3.531366348E0,3.599847977E0
2.893890264E0,-6.600439548E-2,-1.148913741E0,3.216938972E0,3.416585389E0
2.898846462E0,-3.783190250E-2,-1.414090633E0,2.578702927E0,2.941222935E0
2.903799795E0,-4.781994820E-1,-1.353551388E0,1.800181389E0,2.302483254E0
2.908753128E0,-8.908339739E-1,-9.056464434E-1,9.316205978E-1,1.575340467E0
2.913706462E0,-1.218892217E0,1.536059380E-2,4.838323593E-1,1.311498355E0
2.918660368E0,-1.545032859E0,8.262190819E-1,-3.221206665E-1,1.781439370E0
2.923613701E0,-1.396482348E0,1.189201951E0,-1.231983185E0,2.209558055E0
2.928567034E0,1.213902235E-1,8.294142485E-1,-1.804273605E0,1.989489086E0
2.933520420E0,1.573877454E0,2.740036249E-1,-1.487614632E0,2.182925908E0
2.938469847E0,2.016449213E0,-2.960271835E-1,-1.259279251E-1,2.041949403E0
2.943423024E0,2.662927866E0,-1.041212082E0,2.810079575E0,4.008971768E0
2.948376149E0,3.675800323E0,-1.931592941E0,5.284276962E0,6.720576041E0
2.953329326E0,2.844572544E0,-2.035335541E0,5.821055412E0,6.791087530E0
2.958283337E0,1.891663790E0,-1.757074833E0,5.577459335E0,6.146035836E0
2.963236566E0,1.263484120E0,-1.299769402E0,5.115871429E0,5.427516292E0
2.968189743E0,8.310147524E-1,-6.565321088E-1,4.545604706E0,4.667348505E0
2.973142920E0,5.996734500E-1,-4.100078344E-2,3.636492729E0,3.685833512E0
2.978096409E0,5.422964096E-1,3.390920758E-1,2.434286118E0,2.516906382E0
2.983049639E0,5.995986462E-1,2.103497386E-1,1.221563339E0,1.376946818E0
2.988002868E0,7.503756285E-1,-3.063443303E-1,1.867761612E-1,8.317426086E-1
2.992956045E0,7.196339369E-1,-9.063297510E-1,-5.255279541E-1,1.271017801E0
2.997913753E0,4.927104712E-1,-1.340873957E0,-1.043987274E0,1.769354686E0
3.002867191E0,6.054115295E-2,-1.571295857E0,-1.477748871E0,2.157864136E0
3.007820628E0,-4.253263474E-1,-1.620971203E0,-1.942101479E0,2.565191668E0
